FID,名称,经度,纬度,X,Y,Brand,Ak,Pk
0,西华赵记胡辣汤,113.525242,34.944905,730705.1314,3871395.648,Others,5,4
1,逍遥镇优质胡辣汤,113.780607,34.865051,754287.5427,3863152.459,Xiaoyaozhen,10,7
2,逍遥镇滋补胡辣汤,113.752795,34.875321,751712.1057,3864221.972,Xiaoyaozhen,10,7
3,逍遥镇正宗牛肉胡辣汤,113.621866,34.647582,740397.0119,3838626.74,Xiaoyaozhen,10,7
4,万团结胡辣汤,113.593396,34.609042,737896.0624,3834282.18,Others,5,4
5,牛肉胡辣汤馆,113.593669,34.640701,737830.681,3837796.162,Others,5,4
6,逍遥老杨家胡辣汤,113.546533,34.626822,733546.3757,3836145.659,Xiaoyaozhen,10,7
7,穆彦华逍遥镇胡辣汤,113.546952,34.629144,733578.2985,3836404.31,Xiaoyaozhen,10,7
8,逍遥镇刘记牛肉胡辣汤,113.546926,34.627776,733579.7508,3836252.438,Xiaoyaozhen,10,7
9,逍遥镇优质胡辣汤,113.548195,34.643853,733651.031,3838039.496,Xiaoyaozhen,10,7
10,魏家金汤胡辣汤店,113.729508,34.665394,750215.6455,3840865.801,Others,5,4
11,逍遥镇一品牛肉胡辣汤,113.780954,34.657438,754957.4291,3840111.965,Xiaoyaozhen,10,7
12,张大辉胡辣汤,113.791488,34.708718,755765.5497,3845829.837,Others,5,4
13,逍遥镇胡辣汤,113.810418,34.654038,757669.9844,3839809.661,Xiaoyaozhen,10,7
14,宋氏牛肉胡辣汤,113.811313,34.680708,757669.3884,3842771.844,Others,5,4
15,原生记逍遥镇胡辣汤,113.803721,34.69004,756944.4863,3843788.106,Xiaoyaozhen,10,7
16,正宗逍遥镇胡辣汤,113.803446,34.695336,756902.895,3844375.165,Xiaoyaozhen,10,7
17,逍遥镇老李牛肉胡辣汤,113.830081,34.73185,759230.2967,3848495.987,Xiaoyaozhen,10,7
18,老谷家优质胡辣汤,113.830077,34.733575,759224.538,3848687.423,Others,5,4
19,郑州东服务站逍遥镇胡辣汤,113.833329,34.793464,759334.9264,3855342.548,Xiaoyaozhen,10,7
20,赵卫胡辣汤,113.513558,34.663102,730421.0182,3840095.781,Others,5,4
21,逍遥三堂胡辣汤,113.510214,34.689402,730041.604,3843006.709,Xiaoyaozhen,10,7
22,逍遥镇胡辣汤,113.510693,34.686924,730092.3728,3842732.814,Xiaoyaozhen,10,7
23,北舞渡炖肉胡辣汤,113.581349,34.693207,736551.2827,3843593.967,Beiwudu,8,6
24,逍遥镇优质胡辣汤,113.581227,34.695518,736533.5192,3843850.143,Xiaoyaozhen,10,7
25,牛肉胡辣汤,113.580979,34.693417,736516.7703,3843616.401,Others,5,4
26,方中山胡辣汤,113.532269,34.71367,731995.4323,3845750.479,Fangzhongshan,9,10
27,春意源逍遥镇胡辣汤,113.531388,34.723245,731887.9451,3846811.02,Xiaoyaozhen,10,7
28,正宗逍遥镇胡辣汤豆沫馆,113.561476,34.861164,734254.1023,3862186.531,Xiaoyaozhen,10,7
29,冯记优质牛肉胡辣汤,113.56048,34.863003,734157.7774,3862388.288,Others,5,4
30,老何家胡辣汤,113.701346,34.889684,746963.4342,3865687.836,Others,5,4
31,姚记胡辣汤,113.549786,34.897707,733081.4985,3866214.672,Others,5,4
32,胡辣汤豆沫馆,113.550835,34.902128,733164.9062,3866707.746,Others,5,4
33,逍遥镇胡辣汤,113.549782,34.897654,733081.2826,3866208.781,Xiaoyaozhen,10,7
34,逍遥镇胡辣汤,113.579007,34.907443,735725.4312,3867363.614,Xiaoyaozhen,10,7
35,胡辣汤,113.76822,34.815556,753306.1766,3857627.965,Others,5,4
36,逍遥镇优质牛肉胡辣汤,113.757489,34.839936,752249.5409,3860306.656,Xiaoyaozhen,10,7
37,老丁牛肉胡辣汤,113.737633,34.851639,750397.1829,3861555.667,Others,5,4
38,正宗逍遥镇优质胡辣汤,113.741405,34.853015,750738.1015,3861717.815,Xiaoyaozhen,10,7
39,杨六山胡辣汤,113.501335,34.748943,729063.3309,3849593.877,Others,5,4
40,李记逍遥镇优质胡辣汤,113.5011,34.749524,729040.2004,3849657.817,Xiaoyaozhen,10,7
41,中州名镇逍遥镇优质牛肉胡辣汤,113.501196,34.749509,729049.0351,3849656.371,Xiaoyaozhen,10,7
42,雪海牛肉优质胡辣汤,113.60463,34.62925,738868.8693,3836551.33,Others,5,4
43,逍遥镇程老大牛肉胡辣汤,113.606376,34.631007,739023.9893,3836750.455,Xiaoyaozhen,10,7
44,陈鹏胡辣汤,113.61425,34.631656,739744.4031,3836841.191,Others,5,4
45,李记胡辣汤,113.588636,34.622713,737420.3494,3835788.081,Others,5,4
46,老郑家胡辣汤,113.588615,34.622563,737418.8505,3835771.385,Others,5,4
47,逍遥镇牛肉胡辣汤,113.591543,34.622577,737687.422,3835779.843,Xiaoyaozhen,10,7
48,韩记胡辣汤,113.591155,34.622659,737651.5933,3835788.027,Others,5,4
49,金汤胡辣汤,113.710154,34.655333,748471.039,3839701.293,Others,5,4
50,胡辣汤,113.703846,34.663507,747868.1956,3840592.877,Others,5,4
51,西华逍遥镇炖肉胡辣汤,113.735218,34.681979,750689.1996,3842720.61,Xiaoyaozhen,10,7
52,赵记炖肉胡辣汤,113.724809,34.680591,749739.1058,3842540.679,Others,5,4
53,正宗逍遥镇牛肉胡辣汤,113.724164,34.682337,749674.727,3842732.847,Xiaoyaozhen,10,7
54,刘记牛肉胡辣汤,113.703947,34.684551,747814.7075,3842928.559,Others,5,4
55,正宗王记逍遥牛肉胡辣汤,113.759794,34.654184,753026.8467,3839697.437,Xiaoyaozhen,10,7
56,逍遥镇牛肉胡辣汤,113.769282,34.664249,753866.2506,3840838.348,Xiaoyaozhen,10,7
57,方中山胡辣汤,113.796715,34.690175,756301.83,3843785.21,Fangzhongshan,9,10
58,德誉邻炖肉胡辣汤,113.79847,34.690779,756460.8455,3843856.718,Others,5,4
59,刘记优质胡辣汤,113.78453,34.691927,755179.4541,3843948.662,Others,5,4
60,逍遥镇胡辣汤,113.754299,34.711521,752348.7102,3846046.919,Xiaoyaozhen,10,7
61,艺木子木胡辣汤,113.761405,34.711485,753000.0495,3846060.787,Others,5,4
62,洪亮大骨胡辣汤,113.754906,34.711052,752405.765,3845996.393,Others,5,4
63,周口老式胡辣汤,113.740487,34.69535,751131.8216,3844217.668,Others,5,4
64,刘掌柜胡辣汤包子老店,113.736745,34.709565,750745.8881,3845785.91,Others,5,4
65,方秀华优质胡辣汤,113.735234,34.709232,750608.4154,3845745.186,Others,5,4
66,方一坤野山菌胡辣汤,113.737566,34.706047,750831.7598,3845397.53,Others,5,4
67,逍遥镇老杨家胡辣汤,113.736907,34.70953,750760.8406,3845782.43,Xiaoyaozhen,10,7
68,荆鑫胡辣汤,113.832409,34.724955,759465.1671,3847736.765,Others,5,4
69,联福胡辣汤豆沫馆,113.83469,34.723442,759678.9165,3847574.74,Others,5,4
70,郑一州牛肉胡辣汤,113.823972,34.743321,758634.779,3849753.33,Others,5,4
71,正宗超越逍遥镇牛排胡辣汤,113.80938,34.760106,757245.8763,3851578.7,Xiaoyaozhen,10,7
72,方俊礼胡辣汤,113.790037,34.75228,755498.3355,3850660.752,Others,5,4
73,群喜逍遥八百里胡辣汤,113.751942,34.7826,751916.5883,3853929.435,Xiaoyaozhen,10,7
74,家福逍遥镇胡辣汤,113.783184,34.773682,754804.7564,3853018.581,Xiaoyaozhen,10,7
75,晓军胡辣汤,113.59299,34.655943,737724.8524,3839486.034,Others,5,4
76,东洋逍遥炖肉胡辣汤,113.593272,34.656943,737747.8541,3839597.675,Xiaoyaozhen,10,7
77,老王家逍遥镇牛肉胡辣汤,113.59314,34.657196,737735.0265,3839625.44,Xiaoyaozhen,10,7
78,逍遥镇老方家胡辣汤,113.591997,34.668686,737597.3823,3840897.842,Xiaoyaozhen,10,7
79,正宗逍遥镇滋补胡辣汤,113.586281,34.675269,737054.5218,3841614.909,Xiaoyaozhen,10,7
80,李师傅逍遥镇胡辣汤店,113.511013,34.700875,730083.0614,3844281.728,Xiaoyaozhen,10,7
81,李大军逍遥胡辣汤,113.52385,34.70062,731260.2894,3844282.878,Xiaoyaozhen,10,7
82,逍遥胡辣汤豆沫馆,113.531896,34.694796,732013.9826,3843655.102,Xiaoyaozhen,10,7
83,马记快餐马记牛排胡辣汤,113.53033,34.706025,731839.0973,3844897.612,Others,5,4
84,逍遥镇刘荣辉胡辣汤,113.530553,34.709966,731848.5285,3845335.473,Xiaoyaozhen,10,7
85,逍遥镇老杨家优质胡辣汤,113.515403,34.714758,730446.8697,3845832.422,Xiaoyaozhen,10,7
86,杨六山胡辣汤,113.516832,34.71492,730577.3663,3845853.677,Others,5,4
87,霸气高老大牛排胡辣汤,113.529089,34.722672,731678.8965,3846742.13,Others,5,4
88,逍遥镇优质胡辣汤,113.517023,34.727546,730559.7861,3847255.266,Xiaoyaozhen,10,7
89,方俊英胡辣汤,113.642227,34.659176,742230.6044,3839962.204,Others,5,4
90,胡辣汤慢熬粥,113.631883,34.680786,741219.3534,3842335.555,Others,5,4
91,方永结胡辣汤,113.646372,34.680655,742548.0271,3842355.855,Others,5,4
92,清宴胡辣汤,113.646393,34.681973,742546.1054,3842502.173,Others,5,4
93,西华老于家胡辣汤,113.641829,34.680924,742130.7587,3842374.764,Others,5,4
94,逍遥镇李宁胡辣汤豆沫馆,113.646211,34.681186,742531.7175,3842414.395,Xiaoyaozhen,10,7
95,强仔逍遥镇胡辣汤,113.641951,34.683749,742133.7113,3842688.566,Xiaoyaozhen,10,7
96,刘记逍遥胡辣汤,113.641844,34.683689,742124.0772,3842681.65,Xiaoyaozhen,10,7
97,霸气高老大牛排胡辣汤,113.64549,34.682746,742461.0677,3842585.781,Others,5,4
98,方中山胡辣汤,113.625276,34.682485,740608.7335,3842508.28,Fangzhongshan,9,10
99,逍遥牛肉胡辣汤,113.609008,34.69047,739094.4114,3843355.632,Xiaoyaozhen,10,7
100,王记胡辣汤,113.68855,34.657129,746484.5095,3839847.493,Others,5,4
101,杨老大炖肉胡辣汤,113.696169,34.665836,747157.3181,3840832.464,Others,5,4
102,小喜哥牛肉胡辣汤,113.685426,34.677844,746136.6944,3842138.754,Others,5,4
103,方一坤野山菌胡辣汤,113.696907,34.688591,747157.3085,3843359.59,Others,5,4
104,糊八珍牛肉胡辣汤,113.697509,34.694986,747193.4613,3844070.778,Others,5,4
105,麦米谷胡辣汤,113.678263,34.708003,745390.8736,3845468.238,Others,5,4
106,牛排胡辣汤,113.624822,34.700116,740516.0607,3844463.818,Others,5,4
107,老晋家逍遥镇胡辣汤,113.622637,34.780894,740081.7963,3853423.089,Xiaoyaozhen,10,7
108,周口炖肉胡辣汤,113.633923,34.77783,741124.1193,3853110.113,Others,5,4
109,逍遥镇优质胡辣汤,113.62663,34.793696,740410.2283,3854853.387,Xiaoyaozhen,10,7
110,逍遥镇胡辣汤,113.535163,34.759487,732132.3537,3850841.666,Xiaoyaozhen,10,7
111,早典胡辣汤,113.538586,34.766794,732425.354,3851660.477,Others,5,4
112,逍遥镇优质胡辣汤,113.578899,34.748466,736169.3918,3849720.591,Xiaoyaozhen,10,7
113,方中山胡辣汤,113.578246,34.744224,736121.6591,3849248.297,Fangzhongshan,9,10
114,卢老四胡辣汤,113.587357,34.761041,736908.1912,3851136.037,Others,5,4
115,李兵胡辣汤,113.589264,34.760525,737084.3216,3851083.275,Others,5,4
116,西华逍遥镇胡辣汤,113.58702,34.763253,736871.0027,3851380.721,Xiaoyaozhen,10,7
117,糊八珍逍遥胡辣汤,113.560536,34.753173,734474.0404,3850199.923,Xiaoyaozhen,10,7
118,逍遥镇老杜家胡辣汤,113.578296,34.755089,736095.2913,3850454.165,Xiaoyaozhen,10,7
119,逍遥镇胡辣汤,113.576502,34.766673,735897.9928,3851735.492,Xiaoyaozhen,10,7
120,逍遥镇老严家胡辣汤,113.556282,34.788855,733983.5789,3854149.821,Xiaoyaozhen,10,7
121,李记逍遥镇胡辣汤早饭店,113.524371,34.772053,731108.9003,3852211.272,Xiaoyaozhen,10,7
122,老王家逍遥镇炖肉胡辣汤,113.523615,34.771116,731042.2856,3852105.549,Xiaoyaozhen,10,7
123,逍遥镇牛肉胡辣汤勾魂拌面,113.518633,34.788458,730537.7808,3854018.61,Xiaoyaozhen,10,7
124,逍遥镇胡辣汤,113.515904,34.788903,730286.693,3854061.726,Xiaoyaozhen,10,7
125,滋补牛肉胡辣汤,113.544683,34.772731,732967.0077,3852333.469,Others,5,4
126,逍遥镇刘记胡辣汤,113.542694,34.772795,732784.6918,3852335.957,Xiaoyaozhen,10,7
127,老王家正宗逍遥镇炖肉胡辣汤,113.54274,34.772995,732788.3419,3852358.258,Xiaoyaozhen,10,7
128,老赵家逍遥镇炖肉胡辣汤,113.541435,34.784538,732636.4093,3853636.217,Xiaoyaozhen,10,7
129,豫中牛肉胡辣汤,113.529753,34.790892,731549.0496,3854314.329,Others,5,4
130,老王家正宗逍遥镇滋补牛肉胡辣汤,113.524704,34.797367,731068.7283,3855021.25,Xiaoyaozhen,10,7
131,西华珍菌牛肉胡辣汤,113.524693,34.797595,731067.0846,3855046.527,Others,5,4
132,胡辣汤,113.516297,34.8122,730257.8295,3856648.003,Others,5,4
133,老李家逍遥镇炖肉胡辣汤,113.517598,34.810677,730381.1489,3856481.977,Xiaoyaozhen,10,7
134,方一坤野山菌胡辣汤,113.516524,34.811237,730281.2876,3856541.656,Others,5,4
135,逍遥镇胡辣汤,113.51146,34.81146,729817.1688,3856554.785,Xiaoyaozhen,10,7
136,方一坤野山菌胡辣汤,113.526743,34.828239,731169.0745,3858451.971,Others,5,4
137,胡辣汤,113.531199,34.825563,731584.3395,3858165.286,Others,5,4
138,北舞渡胡辣汤,113.540017,34.845857,732334.2309,3860437.837,Beiwudu,8,6
139,北舞渡胡辣汤,113.53024,34.839311,731458.0697,3859688.762,Beiwudu,8,6
140,北舞渡牛肉胡辣汤,113.510305,34.835614,729644.3463,3859232.623,Beiwudu,8,6
141,老张家牛肉粉丝汤烩面馆老张家逍遥镇胡辣汤,113.510093,34.835325,729625.7511,3859200.065,Xiaoyaozhen,10,7
142,逍遥镇胡辣汤,113.526609,34.829717,731152.6785,3858615.683,Xiaoyaozhen,10,7
143,逍遥镇胡辣汤,113.567317,34.827489,734884.1422,3858463.067,Xiaoyaozhen,10,7
144,逍遥胡辣汤,113.592261,34.858554,737077.6386,3861969.321,Xiaoyaozhen,10,7
145,周口陈国权胡辣汤,113.591319,34.858543,736991.4982,3861965.87,Others,5,4
146,方家味道胡辣汤,113.59695,34.868302,737478.5299,3863062.243,Others,5,4
147,北舞渡胡辣汤,113.59777,34.869179,737551.0083,3863161.516,Beiwudu,8,6
148,老丁家胡辣汤,113.546966,34.879031,732876.3904,3864135.505,Others,5,4
149,赵记胡辣汤,113.546983,34.878699,732878.8823,3864098.7,Others,5,4
150,正宗逍遥镇老宋家胡辣汤,113.53277,34.879326,731577.2857,3864135.31,Xiaoyaozhen,10,7
151,张老二胡辣汤,113.626074,34.839643,740225.794,3859951.168,Others,5,4
152,正宗逍遥镇胡辣汤豆沫馆,113.626286,34.839902,740244.4387,3859980.419,Xiaoyaozhen,10,7
153,逍遥镇胡辣汤,113.606786,34.846136,738442.2113,3860625.674,Xiaoyaozhen,10,7
154,咏春胡辣汤,113.607806,34.84549,738537.3988,3860556.411,Others,5,4
155,汤有金·牛肉胡辣汤·家常炒菜,113.697064,34.830531,746748.6257,3859112.417,Others,5,4
156,逍遥镇牛排胡辣汤,113.653601,34.83935,742745.3736,3859984.994,Xiaoyaozhen,10,7
157,逍遥胡辣汤,113.653513,34.857237,742684.7517,3861969.87,Xiaoyaozhen,10,7
158,老张家胡辣汤,113.678895,34.85385,745016.7762,3861655.779,Others,5,4
159,杨孝业特优滋补胡辣汤,113.697147,34.87378,746627.005,3863912.434,Others,5,4
160,范新建纯手工胡辣汤,113.608888,34.850297,738622.5043,3861092.459,Others,5,4
161,逍遥镇顺发胡辣汤,113.610903,34.857873,738784.9405,3861938.032,Xiaoyaozhen,10,7
162,正宗逍遥镇优质牛肉胡辣汤,113.60962,34.866736,738641.9475,3862918.574,Xiaoyaozhen,10,7
163,逍遥镇张振敏胡辣汤,113.633129,34.857263,740819.9375,3861923.552,Xiaoyaozhen,10,7
164,老刘家牛排胡辣汤,113.643755,34.855547,741797.0333,3861758.713,Others,5,4
165,八珍胡辣汤,113.646639,34.848712,742080.9065,3861007.136,Others,5,4
166,逍遥牛肉胡辣汤,113.640902,34.870022,741493.6794,3863358.255,Xiaoyaozhen,10,7
167,逍遥镇一品牛肉胡辣汤,113.637871,34.88057,741185.607,3864521.558,Xiaoyaozhen,10,7
168,西华逍遥胡辣汤,113.638132,34.880697,741209.1052,3864536.282,Xiaoyaozhen,10,7
169,老娄家牛肉胡辣汤,113.637878,34.881205,741184.3904,3864592.047,Others,5,4
170,圆茂源正宗逍遥镇优质胡辣汤,113.61371,34.872324,738999.8714,3863548.478,Xiaoyaozhen,10,7
171,王瑞胡辣汤砂锅烩面,113.622794,34.878099,739813.935,3864211.104,Others,5,4
172,胡辣汤,113.618861,34.881013,739445.7768,3864525.081,Others,5,4
173,李记逍遥镇牛肉胡辣汤,113.66071,34.891544,743241.9706,3865794.726,Xiaoyaozhen,10,7
174,李记优质牛肉胡辣汤,113.666221,34.888015,743756.3449,3865416.487,Others,5,4
175,逍遥镇赵记胡辣汤老店,113.665618,34.89624,743676.8918,3866327.832,Xiaoyaozhen,10,7
176,逍遥赵胡辣汤,113.665688,34.896277,743683.1831,3866332.109,Xiaoyaozhen,10,7
177,李学勤胡辣汤总店,113.665298,34.897321,743644.4366,3866447.023,Others,5,4
178,何记胡辣汤,113.665464,34.901818,743646.3216,3866946.507,Others,5,4
179,张记胡辣汤,113.668134,34.901353,743891.82,3866901.407,Others,5,4
180,慢熬粥胡辣汤总店,113.665274,34.897411,743641.9762,3866456.953,Others,5,4
181,逍遥镇胡辣汤,113.555884,34.900241,733631.8765,3866510.111,Xiaoyaozhen,10,7
182,逍遥镇牛羊肉胡辣汤,113.798265,34.81888,756045.9137,3858073.205,Xiaoyaozhen,10,7
183,正宗逍遥镇牛肉胡辣汤,113.736808,34.876659,750245.8267,3864330.383,Xiaoyaozhen,10,7
184,翟记胡辣汤,113.731307,34.878092,749738.3597,3864475.682,Others,5,4
185,二十六味胡辣汤,113.804216,34.833115,756546.3989,3859668.28,Others,5,4
186,正宗逍遥镇王记胡辣汤,113.820459,34.829043,758045.5412,3859258.059,Xiaoyaozhen,10,7
187,正宗逍遥镇胡辣汤,113.8048,34.862021,756510.0335,3862877.889,Xiaoyaozhen,10,7
188,逍遥镇一品牛肉胡辣汤,113.805342,34.864561,756551.7192,3863161.178,Xiaoyaozhen,10,7
189,胡辣汤,113.491037,34.753294,728108.0931,3850053.283,Others,5,4
190,于记优质牛肉胡辣汤,113.501385,34.760002,729037.348,3850821.246,Others,5,4
191,兄弟木勺胡辣汤豆沬馆,113.492363,34.810492,728071.933,3856403.762,Others,5,4
192,哲郅早饭逍遥胡辣汤,113.493107,34.810587,728139.7683,3856415.997,Xiaoyaozhen,10,7
193,逍遥镇胡辣汤,113.493095,34.810636,728138.5348,3856421.408,Xiaoyaozhen,10,7
194,全羊鲜汤烩面方书灿胡辣汤,113.50385,34.83542,729054.2446,3859196.321,Others,5,4
195,岳老大胡辣汤店,113.730366,34.684094,750238.0129,3842943.25,Others,5,4
196,照廷胡辣汤,113.730123,34.690964,750195.045,3843705.076,Others,5,4
197,胡辣汤营养粥,113.729921,34.690847,750176.8807,3843691.589,Others,5,4
198,逍遥镇一品胡辣汤,113.729053,34.691121,750096.4886,3843719.838,Xiaoyaozhen,10,7
199,胡辣汤,113.730056,34.691401,750187.5871,3843753.407,Others,5,4
200,老马家逍遥镇胡辣汤,113.753042,34.666442,752370.4283,3841040.878,Xiaoyaozhen,10,7
201,老马家逍遥镇胡辣汤,113.753066,34.666592,752372.1736,3841057.585,Xiaoyaozhen,10,7
202,逍遥镇炖肉胡辣汤,113.753439,34.667577,752403.3852,3841167.836,Xiaoyaozhen,10,7
203,他记炖肉胡辣汤,113.763122,34.668044,753289.8319,3841243.996,Others,5,4
204,方永结胡辣汤,113.760769,34.713457,752935.7534,3846278.041,Others,5,4
205,方团结胡辣汤,113.760849,34.713532,752942.8562,3846286.566,Others,5,4
206,逍遥优质胡辣汤,113.763478,34.717817,753170.7126,3846768.739,Xiaoyaozhen,10,7
207,方中山胡辣汤,113.759057,34.720656,752756.9321,3847072.686,Fangzhongshan,9,10
208,牛肉胡辣汤,113.763467,34.719947,753163.2058,3847005.102,Others,5,4
209,雅三牛肉胡辣汤,113.765947,34.712853,753412.1253,3846224.052,Others,5,4
210,逍遥镇牛肉胡辣汤,113.760142,34.726773,752837.7128,3847754.287,Xiaoyaozhen,10,7
211,逍遥镇胡辣汤,113.72037,34.702849,749265.3425,3844999.846,Xiaoyaozhen,10,7
212,小喜哥牛肉胡辣汤,113.71529,34.711071,748775.1024,3845899.735,Others,5,4
213,牛肉胡辣汤·碗蒸豆腐脑,113.706049,34.709421,747933.1462,3845693.787,Others,5,4
214,逍遥镇胡辣汤,113.745787,34.711091,751569.9329,3845977.859,Xiaoyaozhen,10,7
215,方中山胡辣汤,113.743909,34.71617,751382.4388,3846536.83,Fangzhongshan,9,10
216,逍遥镇胡辣汤,113.744373,34.713864,751431.9459,3846282.07,Xiaoyaozhen,10,7
217,张记逍遥镇胡辣汤,113.743141,34.720299,751299.5549,3846993.148,Xiaoyaozhen,10,7
218,潼关肉夹馍胡辣汤,113.73968,34.72332,750973.2681,3847319.77,Others,5,4
219,逍遥镇胡辣汤,113.702407,34.71241,747590.4559,3846016.526,Xiaoyaozhen,10,7
